2012-09-27T00:02:39.445333+00:00,sim128a[28322]:,disconnect,5,98.251.79.180,Client#4
2012-09-27T00:03:01.897457+00:00,sim128a[28322]:,connect,4,98.251.79.180,Client#4
2012-09-27T00:20:36.042305+00:00,sim128a[28322]:,connect,5,88.165.36.112,Client#6
2012-09-27T00:43:24.025506+00:00,sim128a[28322]:,disconnect,4,98.251.79.180,Client#4
2012-09-27T00:43:50.615555+00:00,sim128a[28322]:,connect,4,98.251.79.180,Client#4
2012-09-27T00:45:12.318846+00:00,sim128a[28322]:,disconnect,5,88.165.36.112,Client#6
2012-09-27T01:06:42.671636+00:00,sim128a[28322]:,connect,5,98.251.79.180,Client#4
2012-09-27T01:37:47.588839+00:00,sim128a[28322]:,connect,6,88.165.36.112,Client#3
2012-09-27T01:37:47.697508+00:00,sim128a[28322]:,disconnect,4,98.251.79.180,Client#4
2012-09-27T01:45:10.976101+00:00,sim128a[28322]:,connect,4,91.16.55.153,Jaridan
2012-09-27T02:07:48.841318+00:00,sim128a[28322]:,disconnect,6,88.165.36.112,Client#3
2012-09-27T02:16:10.275678+00:00,sim128a[28322]:,disconnect,5,98.251.79.180,Client#4
2012-09-27T02:16:37.440254+00:00,sim128a[28322]:,connect,5,98.251.79.180,Client#4
2012-09-27T02:34:48.164034+00:00,sim128a[28322]:,chat,5,98.251.79.180,Client#4,10,A-Train,what are you building?
2012-09-27T02:35:05.224772+00:00,sim128a[28322]:,chat,4,91.16.55.153,Jaridan,9,German Transports,me?
2012-09-27T02:35:11.068124+00:00,sim128a[28322]:,chat,5,98.251.79.180,Client#4,10,A-Train,yeah
2012-09-27T02:35:20.170236+00:00,sim128a[28322]:,chat,4,91.16.55.153,Jaridan,9,German Transports,was fixing a stupid gridlock
2012-09-27T02:35:36.609598+00:00,sim128a[28322]:,chat,5,98.251.79.180,Client#4,10,A-Train,good thing you came on to fix it
2012-09-27T02:35:59.350028+00:00,sim128a[28322]:,chat,4,91.16.55.153,Jaridan,9,German Transports,"well, my lines dont really affect you, do they?"
2012-09-27T02:36:26.658239+00:00,sim128a[28322]:,chat,5,98.251.79.180,Client#4,10,A-Train,it's good that you were able to fix the lockups (it hurts you)
2012-09-27T02:36:38.172340+00:00,sim128a[28322]:,chat,4,91.16.55.153,Jaridan,9,German Transports,8 mil/year
2012-09-27T02:36:41.473408+00:00,sim128a[28322]:,chat,4,91.16.55.153,Jaridan,9,German Transports,or well
2012-09-27T02:36:45.971565+00:00,sim128a[28322]:,chat,4,91.16.55.153,Jaridan,9,German Transports,planes^^
