2012-09-18T03:07:33.416741+00:00,sim128a[28322]:,chat,5,98.251.79.180,Client#4,15,,.
2012-09-18T03:07:43.710798+00:00,sim128a[28322]:,chat,5,98.251.79.180,Client#4,15,,.
2012-09-18T03:08:27.523192+00:00,sim128a[28322]:,connect,4,98.251.79.180,.
2012-09-18T03:08:38.141155+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:08:46.095020+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:08:50.784552+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:08:57.526347+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:08:59.336030+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:00.703889+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:01.842473+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:03.094532+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:04.220444+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:08.197202+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:09.541457+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:10.829738+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:12.102452+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:15.376252+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:17.399532+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:18.609900+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:19.672323+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:20.728068+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:21.788952+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:23.198090+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:24.311622+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:25.357775+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:26.673087+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:27.738619+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:29.087378+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:29.984959+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:31.571704+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:32.591557+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:38.646930+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:45.360137+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:47.008904+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:50.837108+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:52.236113+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:53.474534+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:54.527562+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:55.558773+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:56.533622+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:57.482963+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:58.305896+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:59.155502+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:09:59.901989+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:01.383445+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:02.536856+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:03.540404+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:04.579238+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:05.695431+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:06.998787+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:07.945348+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:08.853919+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:09.814056+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:10.876993+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:12.373244+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:13.394904+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:14.398123+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:15.307310+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:16.243708+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:17.153415+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:17.971500+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:18.847554+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:19.740742+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:20.559051+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:21.287374+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:21.988044+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:22.627968+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:23.225640+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:23.796937+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:24.260066+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:28.734372+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:29.191784+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:33.701496+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,'
2012-09-18T03:10:35.010298+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,'
2012-09-18T03:10:37.590153+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,'
2012-09-18T03:10:38.267372+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,\
2012-09-18T03:10:38.814443+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,\
2012-09-18T03:10:40.277448+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,p
2012-09-18T03:10:40.777214+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,p
2012-09-18T03:10:41.000708+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,p
2012-09-18T03:10:41.239242+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,p
2012-09-18T03:10:43.688869+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,p
2012-09-18T03:10:44.243135+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,p
2012-09-18T03:10:44.456815+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,p
2012-09-18T03:10:46.811073+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:47.389753+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:53.689444+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:10:54.070752+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:06.850879+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:07.251665+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:09.622956+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:09.971623+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:11.132797+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:11.550330+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:11.830916+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:12.591735+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,"  "
2012-09-18T03:11:14.091645+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,"  "
2012-09-18T03:11:16.203723+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,"  "
2012-09-18T03:11:17.240568+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:17.658401+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:21.687737+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,,"   "
2012-09-18T03:11:23.958710+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:24.433688+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:25.960832+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:27.510598+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:29.310987+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:30.750595+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:31.945940+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:34.382137+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:36.213994+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:37.056845+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:37.593711+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:41.771928+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:42.167895+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:43.648815+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:45.048513+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:46.547970+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:47.847691+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
2012-09-18T03:11:49.440231+00:00,sim128a[28322]:,chat,4,98.251.79.180,.,15,," "
