2012-05-05T03:21:52.872568+00:00,sim128[28088]:,disconnect,5,61.117.160.5,Client#20
2012-05-05T03:22:05.255869+00:00,sim128[28088]:,connect,4,220.245.52.25,Client#16
2012-05-05T03:34:07.962036+00:00,sim128[28088]:,connect,5,220.245.52.25,Client#16
2012-05-05T05:15:35.409846+00:00,sim128[28088]:,disconnect,4,220.245.52.25,Client#16
2012-05-05T05:15:35.409972+00:00,sim128[28088]:,disconnect,5,220.245.52.25,Client#16
2012-05-05T05:15:49.200323+00:00,sim128[28088]:,connect,6,220.245.52.25,Client#16
2012-05-05T05:19:06.696921+00:00,sim128[28088]:,connect,4,220.245.52.25,Client#16
2012-05-05T05:22:20.895316+00:00,sim128[28088]:,disconnect,4,220.245.52.25,Client#16
2012-05-05T05:22:20.895559+00:00,sim128[28088]:,disconnect,6,220.245.52.25,Client#16
2012-05-05T05:22:34.157225+00:00,sim128[28088]:,connect,5,220.245.52.25,Client#16
2012-05-05T05:23:21.983688+00:00,sim128[28088]:,connect,4,220.245.52.25,Client#16
2012-05-05T05:27:37.149553+00:00,sim128[28088]:,disconnect,4,220.245.52.25,Client#16
2012-05-05T05:27:37.149673+00:00,sim128[28088]:,disconnect,5,220.245.52.25,Client#16
2012-05-05T05:27:49.046656+00:00,sim128[28088]:,connect,6,220.245.52.25,Client#16
2012-05-05T06:53:00.035531+00:00,sim128[28088]:,disconnect,6,220.245.52.25,Client#16
2012-05-05T06:53:11.802430+00:00,sim128[28088]:,connect,4,220.245.52.25,Client#16
2012-05-05T06:54:14.457593+00:00,sim128[28088]:,connect,5,220.245.52.25,Client#16
2012-05-05T06:55:56.746445+00:00,sim128[28088]:,disconnect,4,220.245.52.25,Client#16
2012-05-05T06:55:56.747001+00:00,sim128[28088]:,disconnect,5,220.245.52.25,Client#16
2012-05-05T06:56:13.316836+00:00,sim128[28088]:,connect,4,220.245.52.25,Client#16
2012-05-05T07:00:19.049395+00:00,sim128[28088]:,disconnect,4,220.245.52.25,Client#16
2012-05-05T07:00:37.033271+00:00,sim128[28088]:,connect,4,220.245.52.25,Client#16
2012-05-05T07:01:28.190333+00:00,sim128[28088]:,connect,5,114.79.63.32,Client#3
2012-05-05T07:02:38.473713+00:00,sim128[28088]:,chat,4,220.245.52.25,Client#16,13,Moranis,hey
2012-05-05T07:02:45.588408+00:00,sim128[28088]:,chat,5,114.79.63.32,Client#3,15,,hey
2012-05-05T07:03:32.772775+00:00,sim128[28088]:,chat,4,220.245.52.25,Client#16,13,Moranis,looks like you can't avoid this game :P
2012-05-05T07:04:00.742461+00:00,sim128[28088]:,chat,5,114.79.63.32,Client#3,15,,ha. yes.
2012-05-05T07:04:15.294484+00:00,sim128[28088]:,chat,5,114.79.63.32,Client#3,15,,you overtake me again.
2012-05-05T07:04:17.728240+00:00,sim128[28088]:,chat,4,220.245.52.25,Client#16,13,Moranis,neither can i :P
2012-05-05T07:04:24.247025+00:00,sim128[28088]:,chat,4,220.245.52.25,Client#16,13,Moranis,overtake?
2012-05-05T07:04:37.641341+00:00,sim128[28088]:,chat,5,114.79.63.32,Client#3,15,,i mean your money
2012-05-05T07:04:58.690066+00:00,sim128[28088]:,chat,5,114.79.63.32,Client#3,11,player 10,me
2012-05-05T07:05:05.999222+00:00,sim128[28088]:,chat,4,220.245.52.25,Client#16,13,Moranis,oh im about to spend $10 million shortly
2012-05-05T07:05:20.487580+00:00,sim128[28088]:,chat,4,220.245.52.25,Client#16,13,Moranis,so you'll catch up easily :P
2012-05-05T07:05:39.163035+00:00,sim128[28088]:,disconnect,4,220.245.52.25,Client#16
2012-05-05T07:05:40.908525+00:00,sim128[28088]:,chat,5,114.79.63.32,Client#3,11,player 10,i hope it doesn't mean a lot of desync ;D
2012-05-05T07:06:14.794963+00:00,sim128[28088]:,connect,4,220.245.52.25,Client#16
2012-05-05T07:06:44.748261+00:00,sim128[28088]:,chat,4,220.245.52.25,Client#16,13,Moranis,maybe maybe not
2012-05-05T07:06:50.456188+00:00,sim128[28088]:,chat,4,220.245.52.25,Client#16,13,Moranis,i built things slowly in bits
2012-05-05T07:06:59.029402+00:00,sim128[28088]:,chat,4,220.245.52.25,Client#16,13,Moranis,so it costs way more! compared to single player
2012-05-05T07:07:33.041556+00:00,sim128[28088]:,chat,5,114.79.63.32,Client#3,11,player 10,yes with multiplayer everything seems slower.
