Mar  2 00:02:34,0,7,I'm off. Good night.
Mar  2 00:02:37,0,255,Right now 2 clients are connected.
Mar  2 00:02:54,0,10,bye
Mar  2 00:03:02,0,12,'night
Mar  2 00:23:41,0,255,Right now 3 clients are connected.
Mar  2 00:24:42,0,255,Right now 4 clients are connected.
Mar  2 00:26:42,0,255,Right now 3 clients are connected.
Mar  2 00:34:44,0,255,Right now 2 clients are connected.
Mar  2 00:39:48,0,255,Right now 1 clients are connected.
Mar  2 00:40:05,0,255,Right now 2 clients are connected.
Mar  2 00:47:01,0,255,Right now 1 clients are connected.
Mar  2 00:52:47,0,255,Right now 0 clients are connected.
Mar  2 00:52:59,0,255,Right now 1 clients are connected.
Mar  2 00:54:43,0,255,Right now 0 clients are connected.
Mar  2 03:16:45,0,255,Right now 1 clients are connected.
Mar  2 03:17:02,0,255,Right now 2 clients are connected.
Mar  2 03:33:45,0,255,Right now 1 clients are connected.
Mar  2 06:52:24,0,255,Right now 0 clients are connected.
Mar  2 06:52:29,0,255,Right now 1 clients are connected.
Mar  2 09:26:45,0,255,Right now 2 clients are connected.
Mar  2 09:43:41,0,255,Right now 1 clients are connected.
Mar  2 09:58:22,0,255,Right now 2 clients are connected.
Mar  2 09:59:59,0,7,who is playing now?
Mar  2 10:00:19,0,10,Hi. It's me.
Mar  2 10:00:31,0,7,"Ah, hello! :D"
Mar  2 10:01:44,0,7,you is making the railroad of the coal mine?
Mar  2 10:03:24,0,10,"No, fell free to connect."
Mar  2 10:05:09,0,7,"ah, i already have 2 :]"
Mar  2 10:29:29,0,255,Right now 3 clients are connected.
Mar  2 10:34:14,0,255,Right now 2 clients are connected.
Mar  2 11:10:35,0,7,"dang, build a public station acidentaly .-."
Mar  2 11:18:55,0,255,Right now 1 clients are connected.
Mar  2 11:34:26,0,255,Right now 2 clients are connected.
Mar  2 11:37:49,0,255,Right now 1 clients are connected.
Mar  2 11:48:44,0,255,Right now 2 clients are connected.
Mar  2 12:10:07,0,255,Right now 3 clients are connected.
Mar  2 12:11:33,0,255,Right now 2 clients are connected.
Mar  2 12:12:35,0,7,transwer online?
Mar  2 12:13:47,0,255,Right now 3 clients are connected.
Mar  2 12:14:04,0,255,Right now 2 clients are connected.
Mar  2 12:14:17,0,255,Right now 3 clients are connected.
Mar  2 12:15:12,0,255,Right now 2 clients are connected.
Mar  2 12:15:38,0,255,Right now 3 clients are connected.
Mar  2 12:16:56,0,255,Right now 2 clients are connected.
Mar  2 12:37:32,0,255,Right now 1 clients are connected.
Mar  2 12:37:47,0,255,Right now 2 clients are connected.
Mar  2 13:21:11,0,255,Right now 1 clients are connected.
Mar  2 13:28:44,0,255,Right now 0 clients are connected.
Mar  2 14:02:17,0,255,Right now 1 clients are connected.
Mar  2 14:36:38,0,255,Right now 0 clients are connected.
