2013-02-20T00:24:48.368397+00:00,sim128b[11801]:,onnect,3,88.172.246.8,FT
2013-02-20T00:25:10.618340+00:00,sim128b[11801]:,isconnect,2,88.172.246.8,FT
2013-02-20T00:25:10.618429+00:00,sim128b[11801]:,isconnect,3,88.172.246.8,FT
2013-02-20T00:25:16.789502+00:00,sim128b[11801]:,onnect,4,88.172.246.8,FT
2013-02-20T00:26:06.164426+00:00,sim128b[11801]:,onnect,2,88.172.246.8,FT
2013-02-20T00:26:48.609806+00:00,sim128b[11801]:,onnect,3,88.172.246.8,FT
2013-02-20T00:27:14.136081+00:00,sim128b[11801]:,isconnect,2,88.172.246.8,FT
2013-02-20T00:27:14.136108+00:00,sim128b[11801]:,isconnect,3,88.172.246.8,FT
2013-02-20T00:27:14.136130+00:00,sim128b[11801]:,isconnect,4,88.172.246.8,FT
2013-02-20T00:27:25.774499+00:00,sim128b[11801]:,onnect,2,88.172.246.8,FT
2013-02-20T00:27:41.101479+00:00,sim128b[11801]:,isconnect,2,88.172.246.8,FT
2013-02-20T00:35:22.909235+00:00,sim128b[11801]:,onnect,2,201.212.5.81,HFTR
2013-02-20T00:52:37.276698+00:00,sim128b[11801]:,isconnect,2,201.212.5.81,HFTR
2013-02-20T01:01:29.116263+00:00,sim128b[11801]:,onnect,2,201.212.5.75,HFTR
2013-02-20T01:02:10.207754+00:00,sim128b[11801]:,isconnect,2,201.212.5.75,HFTR
2013-02-20T01:06:06.906245+00:00,sim128b[11801]:,onnect,2,201.212.5.75,HFTR
2013-02-20T01:08:41.351785+00:00,sim128b[11801]:,isconnect,2,201.212.5.75,HFTR
2013-02-20T01:09:08.166137+00:00,sim128b[11801]:,onnect,3,201.212.5.75,434
2013-02-20T01:15:24.172048+00:00,sim128b[11801]:,onnect,2,201.212.5.75,434
2013-02-20T01:17:28.527172+00:00,sim128b[11801]:,onnect,4,88.172.246.8,FT
