2012-10-31T10:11:33.564052+00:00,sim64b[22042]:,connect,7,80.132.145.58,Client#7
2012-10-31T13:28:49.998222+00:00,sim64b[22042]:,disconnect,3,188.67.198.134,pasi
2012-10-31T13:28:49.998260+00:00,sim64b[22042]:,disconnect,4,92.225.210.112,Client#4
2012-10-31T13:28:49.998415+00:00,sim64b[22042]:,disconnect,7,80.132.145.58,Client#7
2012-10-31T13:28:59.439049+00:00,sim64b[22042]:,connect,8,92.226.232.184,Client#4
2012-10-31T20:08:13.685587+00:00,sim64b[22042]:,connect,3,69.138.176.94,Fifty
2012-10-31T20:22:13.304957+00:00,sim64b[22042]:,connect,4,84.184.176.230,mr.schmidt
2012-10-31T20:22:13.405209+00:00,sim64b[22042]:,disconnect,8,92.226.232.184,Client#4
2012-10-31T20:28:18.840431+00:00,sim64b[22042]:,disconnect,4,84.184.176.230,mr.schmidt
2012-10-31T21:44:33.651459+00:00,sim64b[22042]:,connect,4,92.226.225.93,Client#4
