2013-01-25T08:49:48.312590+00:00,sim128a[22257]:,isconnect,2,85.216.236.24,Client#2
2013-01-25T08:49:54.326687+00:00,sim128a[22257]:,onnect,3,85.216.236.24,Client#2
2013-01-25T09:47:54.890582+00:00,sim128a[22257]:,onnect,2,85.216.236.24,Client#2
2013-01-25T09:54:42.172768+00:00,sim128a[22257]:,isconnect,2,85.216.236.24,Client#2
2013-01-25T09:54:42.172921+00:00,sim128a[22257]:,isconnect,3,85.216.236.24,Client#2
2013-01-25T12:38:25.880526+00:00,sim128a[22257]:,onnect,2,85.216.236.24,Client#2
2013-01-25T12:42:16.795391+00:00,sim128a[22257]:,onnect,3,85.216.236.24,Client#2
2013-01-25T13:33:14.106786+00:00,sim128a[22257]:,onnect,4,188.154.204.84,Client#4
2013-01-25T13:35:30.474328+00:00,sim128a[22257]:,isconnect,2,85.216.236.24,Client#2
2013-01-25T13:35:30.474467+00:00,sim128a[22257]:,isconnect,3,85.216.236.24,Client#2
2013-01-25T13:35:30.475450+00:00,sim128a[22257]:,isconnect,4,188.154.204.84,Client#4
2013-01-25T14:09:08.242986+00:00,sim128a[22257]:,onnect,2,109.212.196.20,Client#1
2013-01-25T15:15:52.633631+00:00,sim128a[22257]:,onnect,3,85.216.236.24,Client#2
2013-01-25T16:19:38.743680+00:00,sim128a[22257]:,onnect,4,109.212.196.20,Client#1
2013-01-25T16:29:20.549136+00:00,sim128a[22257]:,isconnect,2,109.212.196.20,Client#1
2013-01-25T16:29:20.549263+00:00,sim128a[22257]:,isconnect,3,85.216.236.24,Client#2
2013-01-25T16:29:20.549376+00:00,sim128a[22257]:,isconnect,4,109.212.196.20,Client#1
2013-01-25T17:48:24.927200+00:00,sim128a[22257]:,onnect,2,85.216.236.24,Client#2
2013-01-25T17:49:01.689707+00:00,sim128a[22257]:,onnect,3,109.212.196.20,Client#1
2013-01-25T17:55:22.900853+00:00,sim128a[22257]:,isconnect,3,109.212.196.20,Client#1
2013-01-25T19:00:56.569291+00:00,sim128a[22257]:,onnect,3,85.216.236.24,Client#2
2013-01-25T19:21:48.335519+00:00,sim128a[22257]:,onnect,4,85.216.236.24,Client#2
2013-01-25T23:13:50.269677+00:00,sim128a[22257]:,onnect,5,95.103.196.250,Client#5
