Aug  2 15:07:26,0,255,Right now 1 clients are connected.
Aug  2 15:10:07,0,255,Right now 0 clients are connected.
Aug  2 15:10:45,0,255,Right now 1 clients are connected.
Aug  2 15:10:57,0,255,Right now 0 clients are connected.
Aug  2 15:13:45,0,255,Right now 1 clients are connected.
Aug  2 15:26:51,0,255,Right now 0 clients are connected.
Aug  2 16:16:55,0,255,Right now 1 clients are connected.
Aug  2 16:17:16,0,255,Right now 0 clients are connected.
Aug  2 16:42:47,0,255,Right now 1 clients are connected.
Aug  2 16:43:00,0,255,Right now 0 clients are connected.
Aug  2 16:44:53,0,255,Right now 1 clients are connected.
Aug  2 17:06:51,0,255,Right now 0 clients are connected.
