2013-01-31T01:38:13.009540+00:00,sim128b[1836]:,onnect,2,71.200.128.99,Benjad
2013-01-31T02:17:00.218040+00:00,sim128b[1836]:,onnect,3,98.141.195.201,Client#2
2013-01-31T14:36:53.345111+00:00,sim128b[1836]:,isconnect,2,71.200.128.99,Benjad
2013-01-31T14:36:53.345135+00:00,sim128b[1836]:,isconnect,3,98.141.195.201,Client#2
2013-01-31T14:36:59.985938+00:00,sim128b[1836]:,onnect,4,62.238.177.205,Client#5
2013-01-31T15:41:28.195622+00:00,sim128b[1836]:,onnect,2,219.255.248.215,Client#2
2013-01-31T15:41:50.361812+00:00,sim128b[1836]:,isconnect,2,219.255.248.215,Client#2
2013-01-31T15:41:50.361934+00:00,sim128b[1836]:,isconnect,4,62.238.177.205,Client#5
2013-01-31T18:31:02.356598+00:00,sim128b[1836]:,onnect,2,219.255.248.215,korea
2013-01-31T18:42:50.873043+00:00,sim128b[1836]:,isconnect,2,219.255.248.215,korea
2013-01-31T18:43:08.535121+00:00,sim128b[1836]:,onnect,3,219.255.248.215,korea
