2013-01-24T01:54:06.659085+00:00,sim128b[1836]:,onnect,4,69.138.176.94,Fifty
2013-01-24T02:23:50.386382+00:00,sim128b[1836]:,isconnect,2,62.238.177.205,Abellio
2013-01-24T02:23:50.386501+00:00,sim128b[1836]:,isconnect,3,62.238.177.205,Client#6
2013-01-24T02:23:50.386603+00:00,sim128b[1836]:,isconnect,4,69.138.176.94,Fifty
2013-01-24T02:23:56.972819+00:00,sim128b[1836]:,onnect,5,71.200.128.99,Benjad
2013-01-24T02:28:52.890469+00:00,sim128b[1836]:,onnect,2,69.138.176.94,Fifty
2013-01-24T02:29:12.340645+00:00,sim128b[1836]:,hat,5,71.200.128.99,Benjad,15,,Good evening
2013-01-24T02:53:32.736220+00:00,sim128b[1836]:,isconnect,5,71.200.128.99,Benjad
2013-01-24T08:24:16.092628+00:00,sim128b[1836]:,onnect,3,62.238.177.205,Client#6
2013-01-24T09:00:19.796152+00:00,sim128b[1836]:,onnect,4,62.238.177.205,Client#6
2013-01-24T09:03:54.404261+00:00,sim128b[1836]:,isconnect,2,69.138.176.94,Fifty
2013-01-24T09:03:54.404412+00:00,sim128b[1836]:,isconnect,3,62.238.177.205,Client#6
2013-01-24T09:03:54.405496+00:00,sim128b[1836]:,isconnect,4,62.238.177.205,Client#6
2013-01-24T13:40:50.445306+00:00,sim128b[1836]:,onnect,2,71.200.128.99,Benjad
2013-01-24T13:55:16.358286+00:00,sim128b[1836]:,onnect,3,71.200.128.99,Client#3
2013-01-24T14:10:35.004713+00:00,sim128b[1836]:,isconnect,2,71.200.128.99,Benjad
2013-01-24T14:11:19.462488+00:00,sim128b[1836]:,onnect,2,62.238.177.205,Client#6
2013-01-24T14:18:41.988613+00:00,sim128b[1836]:,isconnect,2,62.238.177.205,Client#6
2013-01-24T14:38:24.112511+00:00,sim128b[1836]:,onnect,2,62.238.177.205,Client#6
2013-01-24T14:40:57.038675+00:00,sim128b[1836]:,isconnect,2,62.238.177.205,Client#6
2013-01-24T14:41:06.104610+00:00,sim128b[1836]:,onnect,2,62.238.177.205,Client#6
2013-01-24T14:42:52.395736+00:00,sim128b[1836]:,hat,3,71.200.128.99,Client#3,6,Planet Express,Hi Abe!
2013-01-24T14:43:01.121839+00:00,sim128b[1836]:,hat,2,62.238.177.205,Client#6,8,Abellio.,Hi!
2013-01-24T14:43:18.274189+00:00,sim128b[1836]:,hat,3,71.200.128.99,Client#3,6,Planet Express,New player connected at our airport.  Are you ok with?
2013-01-24T14:43:27.683206+00:00,sim128b[1836]:,amechange,3,71.200.128.99,Client#3,Benjad
2013-01-24T14:44:11.331048+00:00,sim128b[1836]:,hat,2,62.238.177.205,Client#6,8,Abellio.,"Oh yes, I think its fine, as long he wont compete us."
2013-01-24T14:44:20.954879+00:00,sim128b[1836]:,hat,2,62.238.177.205,Client#6,8,Abellio.,You?
2013-01-24T14:44:41.644563+00:00,sim128b[1836]:,hat,3,71.200.128.99,Benjad,6,Planet Express,"Fine with, as long as he keeps up with traffic -- which I know you are working on   ;)"
2013-01-24T14:46:10.881612+00:00,sim128b[1836]:,hat,2,62.238.177.205,Client#6,8,Abellio.,Indeed! ;p
2013-01-24T14:56:35.270943+00:00,sim128b[1836]:,isconnect,3,71.200.128.99,Benjad
2013-01-24T15:24:12.070978+00:00,sim128b[1836]:,isconnect,2,62.238.177.205,Client#6
2013-01-24T15:36:25.155998+00:00,sim128b[1836]:,onnect,2,71.200.128.99,Benjad
2013-01-24T15:43:16.323971+00:00,sim128b[1836]:,isconnect,2,71.200.128.99,Benjad
2013-01-24T19:56:58.452026+00:00,sim128b[1836]:,onnect,2,71.200.128.99,Benjad
2013-01-24T20:32:14.476223+00:00,sim128b[1836]:,onnect,3,62.238.177.205,Client#6
2013-01-24T21:21:19.043815+00:00,sim128b[1836]:,isconnect,2,71.200.128.99,Benjad
2013-01-24T21:40:20.733582+00:00,sim128b[1836]:,onnect,2,69.138.176.94,Client#3
2013-01-24T21:50:34.860667+00:00,sim128b[1836]:,isconnect,2,69.138.176.94,Client#3
2013-01-24T21:54:01.420552+00:00,sim128b[1836]:,isconnect,3,62.238.177.205,Client#6
