2013-01-04T00:13:45.832759+00:00,sim128b[27991]:,onnect,3,71.200.128.99,Benjad
2013-01-04T01:24:32.733267+00:00,sim128b[27991]:,onnect,4,69.138.176.94,Fifty
2013-01-04T01:24:32.822307+00:00,sim128b[27991]:,isconnect,2,69.138.176.94,Fifty
2013-01-04T01:24:47.737005+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,Good evening
2013-01-04T01:26:21.444560+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,15,,hi benjad
2013-01-04T01:26:35.749935+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,is all well with the interchange?
2013-01-04T01:27:17.662089+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,"Yes, I am playing with the numbers a little bit now, trying to network things in, but not fill plants to capacity"
2013-01-04T01:27:51.173006+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,be aware that my glass & steel mills are not connected by bulk to the xchange
2013-01-04T01:28:04.070874+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,numbers look pretty good right now.   Gotcha
2013-01-04T01:28:30.407962+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,"I'm assuming that at some point, mines will be de-electrified, and will need more capacity down south"
2013-01-04T01:29:04.655986+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,whenever jaridan shows up I'm hoping to assume control of the grid. Idk where he's been
2013-01-04T01:29:27.721343+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,Loll.  Good.  Bc i do have one cross country line.. will be good to take it down
2013-01-04T01:29:28.471767+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,"but yes, I'll de-electrify the mines"
2013-01-04T01:30:18.288618+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,"if you want, I can power your southern mine right now..."
2013-01-04T01:30:48.377468+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,"Do we need to power mines, in the bigger picture?"
2013-01-04T01:31:26.249272+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,It depends on how much demand. Atm not really
2013-01-04T01:32:02.102390+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,(but you still want me to power your southern mine for right now?)
2013-01-04T01:32:16.738520+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,"Sure, let see how that works out"
2013-01-04T01:33:34.540493+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,ok.
2013-01-04T01:34:03.793023+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,"cool, now to let it run a while, and see what is needed.  Im ready for some industry growth.  I put some lines out waiting."
2013-01-04T01:34:54.518233+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,"cannery @424,222 is avaliable if you want"
2013-01-04T01:36:40.328738+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,and if jaridan ever returns and builds up a pax network there's room for another brewery & food fac
2013-01-04T01:37:16.463152+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,cannery is yours.  it's already on your network
2013-01-04T01:37:51.009700+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,"I would need steel from the other side of the world, though..."
2013-01-04T01:37:56.296812+00:00,sim128b[27991]:,hat,4,69.138.176.94,Fifty,12,RF&P,and meat
2013-01-04T01:38:04.195126+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,I'm already set up for both the other steel mills
2013-01-04T01:38:18.936959+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,I'm just waiting on demand
2013-01-04T01:38:41.346267+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,6,Planet Express,"oh, for teh cannery"
