2013-01-06T02:32:52.617726+00:00,sim128b[27991]:,onnect,2,98.141.195.201,Fifty
2013-01-06T02:39:39.142493+00:00,sim128b[27991]:,isconnect,2,98.141.195.201,Fifty
2013-01-06T06:31:00.943063+00:00,sim128b[27991]:,onnect,2,71.200.128.99,Benjad
2013-01-06T10:00:58.680851+00:00,sim128b[27991]:,onnect,3,211.10.143.183,Client#5
2013-01-06T10:13:48.412587+00:00,sim128b[27991]:,isconnect,2,71.200.128.99,Benjad
2013-01-06T10:13:48.413790+00:00,sim128b[27991]:,isconnect,3,211.10.143.183,Client#5
2013-01-06T10:13:53.341527+00:00,sim128b[27991]:,onnect,4,62.238.177.205,Client#7
2013-01-06T10:29:46.305075+00:00,sim128b[27991]:,onnect,2,59.189.17.192,Client#4
2013-01-06T10:54:47.672374+00:00,sim128b[27991]:,isconnect,2,59.189.17.192,Client#4
2013-01-06T12:10:58.428618+00:00,sim128b[27991]:,onnect,2,109.212.51.97,Client#4
2013-01-06T12:15:55.721327+00:00,sim128b[27991]:,onnect,3,59.189.17.192,Client#3
2013-01-06T12:15:55.850636+00:00,sim128b[27991]:,isconnect,4,62.238.177.205,Client#7
2013-01-06T12:16:09.926473+00:00,sim128b[27991]:,isconnect,3,59.189.17.192,Client#3
2013-01-06T12:30:23.431246+00:00,sim128b[27991]:,isconnect,2,109.212.51.97,Client#4
2013-01-06T12:30:31.977414+00:00,sim128b[27991]:,onnect,3,59.189.17.192,Client#3
2013-01-06T12:39:18.542616+00:00,sim128b[27991]:,isconnect,3,59.189.17.192,Client#3
2013-01-06T13:07:38.696550+00:00,sim128b[27991]:,onnect,2,59.189.17.192,Client#3
2013-01-06T13:20:28.145675+00:00,sim128b[27991]:,onnect,3,62.238.177.205,Client#7
2013-01-06T13:39:33.076011+00:00,sim128b[27991]:,isconnect,3,62.238.177.205,Client#7
2013-01-06T13:48:14.332547+00:00,sim128b[27991]:,isconnect,2,59.189.17.192,Client#3
2013-01-06T13:48:22.396900+00:00,sim128b[27991]:,onnect,4,59.189.17.192,Client#3
2013-01-06T14:05:35.875829+00:00,sim128b[27991]:,onnect,2,81.83.119.79,SuperRaiderX
2013-01-06T14:15:22.007759+00:00,sim128b[27991]:,isconnect,2,81.83.119.79,SuperRaiderX
2013-01-06T14:18:08.724143+00:00,sim128b[27991]:,isconnect,4,59.189.17.192,Client#3
2013-01-06T14:27:49.573593+00:00,sim128b[27991]:,onnect,2,59.189.17.192,Client#3
2013-01-06T14:35:00.359856+00:00,sim128b[27991]:,onnect,3,59.189.17.192,Client#3
2013-01-06T14:44:39.495786+00:00,sim128b[27991]:,isconnect,2,59.189.17.192,Client#3
2013-01-06T14:44:39.495909+00:00,sim128b[27991]:,isconnect,3,59.189.17.192,Client#3
2013-01-06T14:44:48.792434+00:00,sim128b[27991]:,onnect,4,59.189.17.192,Client#3
2013-01-06T14:53:51.898193+00:00,sim128b[27991]:,onnect,2,71.200.128.99,Benjad
2013-01-06T15:03:52.744768+00:00,sim128b[27991]:,isconnect,2,71.200.128.99,Benjad
2013-01-06T15:03:52.744886+00:00,sim128b[27991]:,isconnect,4,59.189.17.192,Client#3
2013-01-06T16:08:38.867194+00:00,sim128b[27991]:,onnect,2,92.195.74.169,eyil
2013-01-06T16:13:52.370393+00:00,sim128b[27991]:,hat,2,92.195.74.169,eyil,15,,hello?
2013-01-06T16:35:39.364458+00:00,sim128b[27991]:,onnect,3,71.200.128.99,Benjad
2013-01-06T16:37:28.970686+00:00,sim128b[27991]:,hat,3,71.200.128.99,Benjad,15,,hi
2013-01-06T17:07:45.611998+00:00,sim128b[27991]:,isconnect,2,92.195.74.169,eyil
2013-01-06T17:07:45.612059+00:00,sim128b[27991]:,isconnect,3,71.200.128.99,Benjad
2013-01-06T17:07:53.151402+00:00,sim128b[27991]:,onnect,4,62.238.177.205,Client#7
2013-01-06T17:22:29.416374+00:00,sim128b[27991]:,onnect,2,71.200.128.99,Benjad
2013-01-06T17:22:55.997999+00:00,sim128b[27991]:,onnect,3,92.104.95.61,Client#2
2013-01-06T17:24:05.884004+00:00,sim128b[27991]:,isconnect,3,92.104.95.61,Client#2
2013-01-06T17:27:01.083952+00:00,sim128b[27991]:,isconnect,4,62.238.177.205,Client#7
2013-01-06T17:27:32.168287+00:00,sim128b[27991]:,onnect,3,62.238.177.205,Client#7
2013-01-06T17:32:23.204725+00:00,sim128b[27991]:,onnect,4,98.141.195.201,Fifty
2013-01-06T17:32:49.108421+00:00,sim128b[27991]:,hat,2,71.200.128.99,Benjad,6,Planet Express,Hi fifty
2013-01-06T17:33:10.004959+00:00,sim128b[27991]:,hat,4,98.141.195.201,Fifty,15,,hi looks like we've got some steel competition
2013-01-06T17:33:31.367171+00:00,sim128b[27991]:,hat,2,71.200.128.99,Benjad,6,Planet Express,"Yup, who has blown the intake capacity on the factory.  :("
2013-01-06T17:34:24.840840+00:00,sim128b[27991]:,hat,4,98.141.195.201,Fifty,12,RF&P,I can put a few more trucks still
2013-01-06T17:35:47.507815+00:00,sim128b[27991]:,hat,2,71.200.128.99,Benjad,6,Planet Express,its running pretty good right now.  Also we need to de-electrify coal.  Blowing the capcities there
2013-01-06T17:36:01.559382+00:00,sim128b[27991]:,hat,2,71.200.128.99,Benjad,6,Planet Express,"I know, still waiting on Jaridan"
2013-01-06T17:36:33.211178+00:00,sim128b[27991]:,hat,4,98.141.195.201,Fifty,12,RF&P,"i'm going to pm him through the forum, see if I can reach him that way"
2013-01-06T17:37:01.301636+00:00,sim128b[27991]:,hat,2,71.200.128.99,Benjad,6,Planet Express,"Excellent.  BC until pax and mail get moving,the game is kinda stuck"
2013-01-06T18:03:58.731290+00:00,sim128b[27991]:,isconnect,2,71.200.128.99,Benjad
2013-01-06T18:10:50.717024+00:00,sim128b[27991]:,hat,3,62.238.177.205,Client#7,8,Abellio,Why mail?
2013-01-06T18:11:06.736377+00:00,sim128b[27991]:,isconnect,4,98.141.195.201,Fifty
2013-01-06T18:11:25.655744+00:00,sim128b[27991]:,onnect,2,98.141.195.201,Fifty
2013-01-06T18:11:38.451105+00:00,sim128b[27991]:,hat,2,98.141.195.201,Fifty,15,,"confused, what?"
2013-01-06T18:13:13.544386+00:00,sim128b[27991]:,hat,3,62.238.177.205,Client#7,8,Abellio,"Well, Benjad said that the game was stuck until pax and mail get moving. So I was asking myself, why do we need mail."
