2012-12-16T10:44:56.211915+00:00,sim64a[20384]:,connect,3,86.100.129.184,Smile
2012-12-16T12:54:23.475885+00:00,sim64a[20384]:,connect,4,82.171.184.25,Client#4
2012-12-16T14:02:44.345211+00:00,sim64a[20384]:,disconnect,2,189.102.166.246,edson
2012-12-16T14:02:44.345240+00:00,sim64a[20384]:,disconnect,3,86.100.129.184,Smile
2012-12-16T14:02:44.345263+00:00,sim64a[20384]:,disconnect,4,82.171.184.25,Client#4
2012-12-16T14:02:59.563857+00:00,sim64a[20384]:,connect,6,60.246.144.114,Client#3
2012-12-16T15:51:30.064027+00:00,sim64a[20384]:,connect,2,83.208.126.218,dalfa
2012-12-16T15:57:57.123737+00:00,sim64a[20384]:,disconnect,2,83.208.126.218,dalfa
2012-12-16T15:57:57.125070+00:00,sim64a[20384]:,disconnect,6,60.246.144.114,Client#3
2012-12-16T15:58:06.911828+00:00,sim64a[20384]:,connect,3,189.102.161.237,edson
2012-12-16T16:33:32.199237+00:00,sim64a[20384]:,disconnect,3,189.102.161.237,edson
2012-12-16T22:54:05.102797+00:00,sim64a[20384]:,connect,2,88.85.55.63,Client#2
