2012-12-25T00:15:22.812137+00:00,sim128b[12837]:,connect,2,78.217.240.28,Client#5
2012-12-25T00:21:52.319304+00:00,sim128b[12837]:,disconnect,2,78.217.240.28,Client#5
2012-12-25T00:21:52.319325+00:00,sim128b[12837]:,disconnect,3,78.217.240.28,Client#5
2012-12-25T00:22:29.376313+00:00,sim128b[12837]:,connect,2,78.217.240.28,Client#5
2012-12-25T01:41:19.656453+00:00,sim128b[12837]:,connect,3,78.217.240.28,Client#5
2012-12-25T02:09:20.772374+00:00,sim128b[12837]:,connect,4,78.217.240.28,Client#5
2012-12-25T10:01:15.451812+00:00,sim128b[12837]:,connect,5,78.217.240.28,Client#5
2012-12-25T10:07:29.270671+00:00,sim128b[12837]:,disconnect,2,78.217.240.28,Client#5
2012-12-25T10:07:29.272687+00:00,sim128b[12837]:,disconnect,3,78.217.240.28,Client#5
2012-12-25T10:07:29.272870+00:00,sim128b[12837]:,disconnect,4,78.217.240.28,Client#5
2012-12-25T10:07:29.272890+00:00,sim128b[12837]:,disconnect,5,78.217.240.28,Client#5
2012-12-25T10:08:05.035573+00:00,sim128b[12837]:,connect,2,78.217.240.28,Client#5
2012-12-25T10:57:32.807684+00:00,sim128b[12837]:,connect,3,91.16.83.100,Jaridan
2012-12-25T16:05:40.737462+00:00,sim128b[12837]:,disconnect,2,78.217.240.28,Client#5
2012-12-25T16:05:40.737498+00:00,sim128b[12837]:,disconnect,3,91.16.83.100,Jaridan
2012-12-25T16:06:10.026613+00:00,sim128b[12837]:,connect,4,78.217.240.28,Client#5
2012-12-25T16:21:50.544089+00:00,sim128b[12837]:,disconnect,4,78.217.240.28,Client#5
2012-12-25T16:22:17.394841+00:00,sim128b[12837]:,connect,2,78.217.240.28,Client#5
2012-12-25T16:35:25.623492+00:00,sim128b[12837]:,disconnect,2,78.217.240.28,Client#5
2012-12-25T16:35:54.502817+00:00,sim128b[12837]:,connect,3,78.217.240.28,Client#5
2012-12-25T17:04:39.001143+00:00,sim128b[12837]:,disconnect,3,78.217.240.28,Client#5
2012-12-25T18:33:49.370126+00:00,sim128b[12837]:,connect,2,71.200.128.99,Benjad
2012-12-25T18:45:41.824080+00:00,sim128b[12837]:,connect,3,62.238.177.205,Client#2
2012-12-25T18:47:29.012269+00:00,sim128b[12837]:,connect,4,71.200.128.99,Client#4
2012-12-25T18:48:00.946540+00:00,sim128b[12837]:,disconnect,3,62.238.177.205,Client#2
2012-12-25T18:52:38.754618+00:00,sim128b[12837]:,connect,3,78.217.240.28,Client#5
2012-12-25T18:53:20.111083+00:00,sim128b[12837]:,chat,3,78.217.240.28,Client#5,14,playtosor,hi there :)
2012-12-25T18:54:11.650863+00:00,sim128b[12837]:,disconnect,2,71.200.128.99,Benjad
2012-12-25T18:55:59.650501+00:00,sim128b[12837]:,disconnect,3,78.217.240.28,Client#5
2012-12-25T18:56:35.304059+00:00,sim128b[12837]:,connect,2,78.217.240.28,Client#5
2012-12-25T18:59:49.521130+00:00,sim128b[12837]:,disconnect,2,78.217.240.28,Client#5
2012-12-25T20:33:28.064693+00:00,sim128b[12837]:,connect,2,78.217.240.28,Client#5
2012-12-25T20:36:50.123732+00:00,sim128b[12837]:,connect,3,186.130.179.152,Agus
2012-12-25T20:36:50.265326+00:00,sim128b[12837]:,disconnect,4,71.200.128.99,Client#4
2012-12-25T20:38:44.386195+00:00,sim128b[12837]:,connect,4,71.200.128.99,Client#4
2012-12-25T20:39:37.247139+00:00,sim128b[12837]:,disconnect,3,186.130.179.152,Agus
2012-12-25T20:58:18.520341+00:00,sim128b[12837]:,disconnect,2,78.217.240.28,Client#5
2012-12-25T21:32:20.012828+00:00,sim128b[12837]:,connect,2,78.217.240.28,Client#5
2012-12-25T22:23:42.285104+00:00,sim128b[12837]:,disconnect,2,78.217.240.28,Client#5
2012-12-25T22:23:42.285129+00:00,sim128b[12837]:,disconnect,4,71.200.128.99,Client#4
2012-12-25T22:24:11.815777+00:00,sim128b[12837]:,connect,5,78.217.240.28,Client#5
2012-12-25T22:36:21.348080+00:00,sim128b[12837]:,connect,2,98.141.195.197,Fifty
2012-12-25T22:40:04.323038+00:00,sim128b[12837]:,disconnect,2,98.141.195.197,Fifty
2012-12-25T23:01:25.927126+00:00,sim128b[12837]:,disconnect,5,78.217.240.28,Client#5
