2012-12-06T00:03:16.548747+00:00,sim128b[1487]:,connect,2,98.141.195.201,Fifty
2012-12-06T01:03:32.720210+00:00,sim128b[1487]:,connect,3,98.141.195.201,Fifty
2012-12-06T01:24:35.083551+00:00,sim128b[1487]:,connect,4,98.141.195.201,Fifty
2012-12-06T01:30:37.170335+00:00,sim128b[1487]:,connect,5,98.141.195.201,Fifty
2012-12-06T01:38:17.806838+00:00,sim128b[1487]:,connect,6,98.141.195.201,Fifty
2012-12-06T02:19:09.074037+00:00,sim128b[1487]:,connect,7,98.141.195.201,Fifty
2012-12-06T02:42:25.839314+00:00,sim128b[1487]:,disconnect,2,98.141.195.201,Fifty
2012-12-06T02:42:25.839560+00:00,sim128b[1487]:,disconnect,3,98.141.195.201,Fifty
2012-12-06T02:42:25.839793+00:00,sim128b[1487]:,disconnect,4,98.141.195.201,Fifty
2012-12-06T02:42:25.840025+00:00,sim128b[1487]:,disconnect,5,98.141.195.201,Fifty
2012-12-06T02:42:25.840259+00:00,sim128b[1487]:,disconnect,6,98.141.195.201,Fifty
2012-12-06T02:42:25.840524+00:00,sim128b[1487]:,disconnect,7,98.141.195.201,Fifty
2012-12-06T02:42:40.989468+00:00,sim128b[1487]:,connect,8,98.141.195.201,Fifty
2012-12-06T03:18:44.431396+00:00,sim128b[1487]:,connect,2,98.141.195.201,Fifty
2012-12-06T03:29:08.794309+00:00,sim128b[1487]:,connect,3,71.200.128.99,Client#3
2012-12-06T04:15:22.909333+00:00,sim128b[1487]:,connect,4,71.200.128.99,Client#3
2012-12-06T04:41:40.914920+00:00,sim128b[1487]:,disconnect,2,98.141.195.201,Fifty
2012-12-06T04:41:40.915165+00:00,sim128b[1487]:,disconnect,3,71.200.128.99,Client#3
2012-12-06T04:41:40.915410+00:00,sim128b[1487]:,disconnect,4,71.200.128.99,Client#3
2012-12-06T04:41:40.915677+00:00,sim128b[1487]:,disconnect,8,98.141.195.201,Fifty
2012-12-06T12:32:12.394413+00:00,sim128b[1487]:,connect,2,187.107.113.191,eduardo
2012-12-06T18:20:36.451019+00:00,sim128b[1487]:,connect,3,77.160.39.32,niels
2012-12-06T18:21:10.959483+00:00,sim128b[1487]:,chat,3,77.160.39.32,niels,15,,hello
2012-12-06T18:31:52.056038+00:00,sim128b[1487]:,disconnect,2,187.107.113.191,eduardo
2012-12-06T18:31:52.056342+00:00,sim128b[1487]:,disconnect,3,77.160.39.32,niels
2012-12-06T21:23:22.075839+00:00,sim128b[1487]:,connect,2,69.138.176.94,Fifty
2012-12-06T21:35:30.961429+00:00,sim128b[1487]:,connect,3,91.16.116.34,Jaridan
2012-12-06T21:35:48.154523+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,hi!
2012-12-06T21:35:58.323360+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,yo
2012-12-06T21:37:14.401313+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,hehe
2012-12-06T21:37:18.542798+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,i c u
2012-12-06T21:37:23.571133+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,what?
2012-12-06T21:37:30.901317+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,saw u terraforming :P
2012-12-06T21:37:39.505013+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,oh.
2012-12-06T21:38:09.572793+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,"Southern brewery's mine, if Hermes wants the nothern he can..."
2012-12-06T21:38:43.117759+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,why is hermes in the red?
2012-12-06T21:38:54.414520+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,oh and since you are on right now
2012-12-06T21:39:04.987318+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,wanna connect our systems@ p-ville?
2012-12-06T21:39:24.597950+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,Sure (but pax trains may not run right this sec)
2012-12-06T21:39:31.472759+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,thats ok
2012-12-06T21:39:47.065915+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,just so we have it connected and you can strt it up whenever you feel like it
2012-12-06T21:40:01.120260+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,yes yes
2012-12-06T21:40:16.372197+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,The track stubs are there
2012-12-06T21:41:19.639467+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,"Great, thanks"
2012-12-06T21:43:37.315057+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,hermes' new line in the north is why he's in the red
2012-12-06T21:44:00.014643+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,the stations around are to prevent ppl from expanding this without permission/grieving prevention
2012-12-06T21:44:24.037840+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,k
2012-12-06T21:44:41.387281+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,why? not costeffective?
2012-12-06T21:45:06.889075+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,why what?
2012-12-06T21:45:31.235378+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,why is he in the because of the northern line? is the line itself not cost effective?
2012-12-06T21:46:17.098948+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,"not a lot of traffic, but I think the line will break even, just cost a lot of money to build and put trains on."
2012-12-06T21:46:41.006430+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,And he used expensive deltics instead of cheap rambos for freight
2012-12-06T21:47:49.118307+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,"oh, and btw: you don't need to apologize or anything because of the oil thing, i also don't mind ""competitive"" playing, i just don't like it, if you ask someone if he/she wants to do a chain together and in the end your stuff becomes useless due to "
2012-12-06T21:47:53.189486+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,backflow
2012-12-06T21:48:24.660226+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,"y, you shouldnt use expensive ones, unless you have the spare money"
2012-12-06T21:48:34.918173+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,"No, no I get it about the oil all fixed now"
2012-12-06T21:49:50.662644+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,i hope he comes online soon... he doesn't have a lot of money 2 spare
2012-12-06T21:50:17.199023+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,oh nvm lol
2012-12-06T21:50:26.385992+00:00,sim128b[1487]:,chat,3,91.16.116.34,Jaridan,7,German Drunken Train Transport,"looks , like overall he's in the plus"
2012-12-06T21:50:26.755450+00:00,sim128b[1487]:,chat,2,69.138.176.94,Fifty,4,RF&P,"positive monthly profit though, he'll be fine"
