2012-07-29T05:43:51.658886+00:00,sim64a[1453]:,disconnect,6,87.112.244.25,Client#3
2012-07-29T05:44:24.818708+00:00,sim64a[1453]:,connect,2,60.246.191.161,penhong
2012-07-29T06:04:29.124570+00:00,sim64a[1453]:,disconnect,2,60.246.191.161,penhong
2012-07-29T06:05:12.651702+00:00,sim64a[1453]:,connect,3,60.246.191.161,penhong
2012-07-29T06:10:09.991058+00:00,sim64a[1453]:,disconnect,3,60.246.191.161,penhong
2012-07-29T06:10:45.588641+00:00,sim64a[1453]:,connect,2,60.246.191.161,penhong
2012-07-29T06:13:39.863474+00:00,sim64a[1453]:,connect,3,60.246.191.161,penhong
2012-07-29T06:25:24.741454+00:00,sim64a[1453]:,connect,4,60.246.191.161,penhong
2012-07-29T06:46:59.204266+00:00,sim64a[1453]:,disconnect,2,60.246.191.161,penhong
2012-07-29T06:46:59.204516+00:00,sim64a[1453]:,disconnect,3,60.246.191.161,penhong
2012-07-29T06:46:59.204776+00:00,sim64a[1453]:,disconnect,4,60.246.191.161,penhong
2012-07-29T06:55:50.380929+00:00,sim64a[1453]:,connect,2,60.246.191.161,penhong
2012-07-29T06:56:45.891720+00:00,sim64a[1453]:,connect,3,217.194.162.112,Client#3
2012-07-29T06:59:36.389230+00:00,sim64a[1453]:,disconnect,2,60.246.191.161,penhong
2012-07-29T07:00:42.442691+00:00,sim64a[1453]:,connect,2,60.246.191.161,penhong
2012-07-29T07:10:29.261198+00:00,sim64a[1453]:,disconnect,2,60.246.191.161,penhong
2012-07-29T07:12:07.994713+00:00,sim64a[1453]:,connect,2,60.246.191.161,penhong
2012-07-29T07:14:09.010607+00:00,sim64a[1453]:,disconnect,2,60.246.191.161,penhong
2012-07-29T07:42:08.056125+00:00,sim64a[1453]:,disconnect,3,217.194.162.112,Client#3
2012-07-29T07:47:17.237532+00:00,sim64a[1453]:,connect,2,217.194.162.112,Client#3
2012-07-29T07:56:04.096113+00:00,sim64a[1453]:,disconnect,2,217.194.162.112,Client#3
2012-07-29T08:42:30.030894+00:00,sim64a[1453]:,connect,2,60.246.191.161,penhong
2012-07-29T08:58:07.060679+00:00,sim64a[1453]:,connect,3,217.194.162.112,Client#3
2012-07-29T09:31:40.562424+00:00,sim64a[1453]:,disconnect,2,60.246.191.161,penhong
2012-07-29T09:31:40.562460+00:00,sim64a[1453]:,disconnect,3,217.194.162.112,Client#3
2012-07-29T09:31:55.850221+00:00,sim64a[1453]:,connect,4,217.194.162.112,Client#3
2012-07-29T15:33:01.308893+00:00,sim64a[1453]:,disconnect,4,217.194.162.112,Client#3
2012-07-29T15:33:18.073864+00:00,sim64a[1453]:,connect,2,92.252.73.152,Black
2012-07-29T15:35:21.136149+00:00,sim64a[1453]:,disconnect,2,92.252.73.152,Black
2012-07-29T16:00:58.134788+00:00,sim64a[1453]:,connect,2,88.130.103.131,matej
2012-07-29T16:06:32.189169+00:00,sim64a[1453]:,connect,3,60.246.186.149,penhong
2012-07-29T16:10:40.406303+00:00,sim64a[1453]:,disconnect,3,60.246.186.149,penhong
2012-07-29T16:55:08.252841+00:00,sim64a[1453]:,connect,3,88.130.103.131,matej
2012-07-29T16:58:29.948502+00:00,sim64a[1453]:,disconnect,2,88.130.103.131,matej
2012-07-29T16:58:29.948819+00:00,sim64a[1453]:,disconnect,3,88.130.103.131,matej
