Dec  3 01:19:24,0,255,Right now 1 clients are connected.
Dec  3 02:17:58,0,255,Right now 2 clients are connected.
Dec  3 02:19:52,0,255,Right now 1 clients are connected.
Dec  3 02:39:36,0,255,Right now 0 clients are connected.
Dec  3 04:48:32,0,255,Right now 1 clients are connected.
Dec  3 05:52:10,0,255,Right now 0 clients are connected.
Dec  3 05:53:43,0,255,Right now 1 clients are connected.
Dec  3 06:56:15,0,255,Right now 0 clients are connected.
Dec  3 06:56:30,0,255,Right now 1 clients are connected.
Dec  3 07:10:14,0,255,Right now 0 clients are connected.
Dec  3 07:10:32,0,255,Right now 1 clients are connected.
Dec  3 07:25:18,0,255,Right now 0 clients are connected.
Dec  3 07:25:34,0,255,Right now 1 clients are connected.
Dec  3 07:47:43,0,255,Right now 2 clients are connected.
Dec  3 07:53:37,0,255,Right now 1 clients are connected.
Dec  3 07:54:12,0,255,Right now 2 clients are connected.
Dec  3 07:57:26,0,255,Right now 1 clients are connected.
Dec  3 07:58:21,0,255,Right now 0 clients are connected.
Dec  3 08:00:19,0,255,Right now 1 clients are connected.
Dec  3 08:02:19,0,255,Right now 0 clients are connected.
Dec  3 08:03:16,0,255,Right now 1 clients are connected.
Dec  3 08:18:55,0,255,Right now 0 clients are connected.
Dec  3 08:19:40,0,255,Right now 1 clients are connected.
Dec  3 08:24:24,0,255,Right now 0 clients are connected.
Dec  3 08:26:13,0,255,Right now 1 clients are connected.
Dec  3 08:30:34,0,255,Right now 0 clients are connected.
Dec  3 08:31:10,0,255,Right now 1 clients are connected.
Dec  3 08:32:58,0,255,Right now 0 clients are connected.
Dec  3 08:33:28,0,255,Right now 1 clients are connected.
Dec  3 08:37:40,0,255,Right now 0 clients are connected.
Dec  3 08:38:37,0,255,Right now 1 clients are connected.
Dec  3 08:45:37,0,255,Right now 0 clients are connected.
Dec  3 08:47:48,0,255,Right now 1 clients are connected.
Dec  3 08:48:40,0,255,Right now 0 clients are connected.
Dec  3 08:50:07,0,255,Right now 1 clients are connected.
Dec  3 09:02:15,0,255,Right now 0 clients are connected.
Dec  3 09:03:57,0,255,Right now 1 clients are connected.
Dec  3 09:25:33,0,255,Right now 0 clients are connected.
Dec  3 09:27:06,0,255,Right now 1 clients are connected.
Dec  3 09:30:45,0,255,Right now 0 clients are connected.
Dec  3 09:31:52,0,255,Right now 1 clients are connected.
Dec  3 09:33:08,0,255,Right now 0 clients are connected.
Dec  3 09:38:03,0,255,Right now 1 clients are connected.
Dec  3 09:42:28,0,255,Right now 0 clients are connected.
Dec  3 09:44:03,0,255,Right now 1 clients are connected.
Dec  3 09:46:16,0,255,Right now 0 clients are connected.
Dec  3 09:46:50,0,255,Right now 1 clients are connected.
Dec  3 09:48:23,0,255,Right now 0 clients are connected.
Dec  3 09:49:05,0,255,Right now 1 clients are connected.
Dec  3 09:49:50,0,255,Right now 0 clients are connected.
Dec  3 09:52:42,0,255,Right now 1 clients are connected.
Dec  3 09:58:25,0,255,Right now 0 clients are connected.
Dec  3 09:59:44,0,255,Right now 1 clients are connected.
Dec  3 10:01:30,0,255,Right now 0 clients are connected.
Dec  3 10:03:42,0,255,Right now 1 clients are connected.
Dec  3 10:04:18,0,255,Right now 2 clients are connected.
Dec  3 10:06:14,0,255,Right now 1 clients are connected.
Dec  3 10:23:29,0,255,Right now 0 clients are connected.
Dec  3 10:24:46,0,255,Right now 1 clients are connected.
Dec  3 10:31:29,0,255,Right now 0 clients are connected.
Dec  3 10:32:12,0,255,Right now 1 clients are connected.
Dec  3 10:42:50,0,255,Right now 2 clients are connected.
Dec  3 10:43:53,0,255,Right now 1 clients are connected.
Dec  3 10:45:19,0,255,Right now 2 clients are connected.
Dec  3 10:46:03,0,255,Right now 1 clients are connected.
Dec  3 10:46:53,5,2,What happened to all the roads?
Dec  3 10:46:53,0,255,Right now 2 clients are connected.
Dec  3 10:47:49,0,255,Right now 1 clients are connected.
Dec  3 10:54:26,0,255,Right now 2 clients are connected.
Dec  3 10:57:03,0,255,Right now 1 clients are connected.
Dec  3 10:58:00,0,255,Right now 2 clients are connected.
Dec  3 11:01:51,0,255,Right now 1 clients are connected.
Dec  3 12:19:45,0,255,Right now 0 clients are connected.
Dec  3 12:40:16,0,255,Right now 1 clients are connected.
Dec  3 12:58:12,0,255,Right now 0 clients are connected.
Dec  3 12:59:12,0,255,Right now 1 clients are connected.
Dec  3 13:03:42,0,255,Right now 0 clients are connected.
Dec  3 13:04:26,0,255,Right now 1 clients are connected.
Dec  3 13:07:07,0,255,Right now 2 clients are connected.
Dec  3 13:08:50,0,255,Right now 1 clients are connected.
Dec  3 13:09:29,0,255,Right now 2 clients are connected.
Dec  3 13:14:39,0,255,Right now 1 clients are connected.
Dec  3 13:15:52,0,255,Right now 2 clients are connected.
Dec  3 13:20:38,0,255,Right now 1 clients are connected.
Dec  3 13:21:34,0,255,Right now 2 clients are connected.
Dec  3 13:33:42,0,255,Right now 1 clients are connected.
