Jun  3 00:24:09,0,255,Right now 2 clients are connected.
Jun  3 00:32:22,0,255,Right now 1 clients are connected.
Jun  3 00:34:58,0,255,Right now 2 clients are connected.
Jun  3 00:57:31,0,255,Right now 3 clients are connected.
Jun  3 01:00:58,0,255,Right now 2 clients are connected.
Jun  3 01:01:15,0,255,Right now 3 clients are connected.
Jun  3 01:02:18,0,255,Right now 2 clients are connected.
Jun  3 01:04:23,0,255,Right now 3 clients are connected.
Jun  3 01:12:16,0,255,Right now 2 clients are connected.
Jun  3 01:12:44,0,255,Right now 3 clients are connected.
Jun  3 01:14:02,0,255,Right now 2 clients are connected.
Jun  3 01:14:14,0,255,Right now 3 clients are connected.
Jun  3 01:18:20,0,255,Right now 2 clients are connected.
Jun  3 01:18:34,0,255,Right now 3 clients are connected.
Jun  3 01:31:09,0,255,Right now 2 clients are connected.
Jun  3 01:31:31,0,255,Right now 3 clients are connected.
Jun  3 01:33:16,0,255,Right now 2 clients are connected.
Jun  3 01:33:33,0,255,Right now 3 clients are connected.
Jun  3 01:34:00,0,255,Right now 2 clients are connected.
Jun  3 01:34:16,0,255,Right now 3 clients are connected.
Jun  3 01:35:44,0,255,Right now 2 clients are connected.
Jun  3 01:35:57,0,255,Right now 3 clients are connected.
Jun  3 01:37:50,0,255,Right now 2 clients are connected.
Jun  3 01:41:43,0,255,Right now 1 clients are connected.
Jun  3 01:41:56,0,255,Right now 2 clients are connected.
Jun  3 01:42:57,0,255,Right now 3 clients are connected.
Jun  3 01:50:55,0,255,Right now 2 clients are connected.
Jun  3 01:51:08,0,255,Right now 3 clients are connected.
Jun  3 01:57:03,0,255,Right now 2 clients are connected.
Jun  3 01:57:54,0,255,Right now 3 clients are connected.
Jun  3 02:01:14,0,255,Right now 2 clients are connected.
Jun  3 02:01:29,0,255,Right now 3 clients are connected.
Jun  3 02:01:57,0,255,Right now 2 clients are connected.
Jun  3 02:02:57,0,255,Right now 3 clients are connected.
Jun  3 02:07:33,0,255,Right now 2 clients are connected.
Jun  3 02:07:51,0,255,Right now 3 clients are connected.
Jun  3 02:12:25,0,255,Right now 2 clients are connected.
Jun  3 02:16:32,0,255,Right now 3 clients are connected.
Jun  3 02:17:19,0,255,Right now 2 clients are connected.
Jun  3 02:18:23,0,255,Right now 3 clients are connected.
Jun  3 02:28:44,0,255,Right now 4 clients are connected.
Jun  3 02:29:10,0,255,Right now 3 clients are connected.
Jun  3 02:31:49,0,255,Right now 2 clients are connected.
Jun  3 02:46:04,0,255,Right now 1 clients are connected.
Jun  3 02:52:02,0,255,Right now 0 clients are connected.
Jun  3 04:35:00,0,255,Right now 1 clients are connected.
Jun  3 06:13:41,0,255,Right now 2 clients are connected.
Jun  3 06:21:01,0,255,Right now 1 clients are connected.
Jun  3 06:21:22,0,255,Right now 2 clients are connected.
Jun  3 06:22:10,0,255,Right now 1 clients are connected.
Jun  3 06:22:31,0,255,Right now 2 clients are connected.
Jun  3 06:23:20,0,255,Right now 1 clients are connected.
Jun  3 06:24:48,0,255,Right now 2 clients are connected.
Jun  3 06:27:56,0,255,Right now 1 clients are connected.
Jun  3 06:28:43,0,255,Right now 2 clients are connected.
Jun  3 06:30:38,0,255,Right now 1 clients are connected.
Jun  3 06:31:31,0,255,Right now 2 clients are connected.
Jun  3 06:34:12,0,255,Right now 1 clients are connected.
Jun  3 06:34:41,0,255,Right now 2 clients are connected.
Jun  3 06:35:29,0,255,Right now 1 clients are connected.
Jun  3 06:35:53,0,255,Right now 2 clients are connected.
Jun  3 06:41:58,0,255,Right now 1 clients are connected.
Jun  3 06:42:22,0,255,Right now 2 clients are connected.
Jun  3 06:47:09,0,255,Right now 1 clients are connected.
Jun  3 06:47:48,0,255,Right now 2 clients are connected.
Jun  3 06:48:40,0,255,Right now 1 clients are connected.
Jun  3 06:49:05,0,255,Right now 2 clients are connected.
Jun  3 06:51:47,0,255,Right now 1 clients are connected.
Jun  3 06:52:13,0,255,Right now 2 clients are connected.
Jun  3 06:53:46,0,255,Right now 1 clients are connected.
Jun  3 06:54:14,0,255,Right now 2 clients are connected.
Jun  3 06:56:32,0,255,Right now 1 clients are connected.
Jun  3 06:56:50,0,255,Right now 2 clients are connected.
Jun  3 06:58:19,0,255,Right now 1 clients are connected.
Jun  3 06:58:49,0,255,Right now 2 clients are connected.
Jun  3 07:03:13,0,255,Right now 1 clients are connected.
Jun  3 07:09:11,0,255,Right now 2 clients are connected.
Jun  3 07:16:15,0,255,Right now 1 clients are connected.
Jun  3 07:16:36,0,255,Right now 2 clients are connected.
Jun  3 07:22:51,0,255,Right now 1 clients are connected.
Jun  3 07:23:13,0,255,Right now 2 clients are connected.
Jun  3 07:27:25,0,255,Right now 1 clients are connected.
Jun  3 07:27:48,0,255,Right now 2 clients are connected.
Jun  3 07:35:29,0,255,Right now 1 clients are connected.
Jun  3 07:35:51,0,255,Right now 2 clients are connected.
Jun  3 07:37:19,0,255,Right now 1 clients are connected.
Jun  3 07:37:48,0,255,Right now 2 clients are connected.
Jun  3 07:38:47,0,255,Right now 1 clients are connected.
Jun  3 07:39:22,0,255,Right now 2 clients are connected.
Jun  3 07:43:19,0,255,Right now 1 clients are connected.
Jun  3 07:43:44,0,255,Right now 2 clients are connected.
Jun  3 07:45:59,0,255,Right now 1 clients are connected.
Jun  3 07:46:18,0,255,Right now 2 clients are connected.
Jun  3 07:51:54,0,255,Right now 1 clients are connected.
Jun  3 07:52:14,0,255,Right now 2 clients are connected.
Jun  3 07:55:41,0,255,Right now 1 clients are connected.
Jun  3 09:18:53,0,255,Right now 0 clients are connected.
